Headline,Body ID,Stance
Shocking Photos! Mom Tries To Sell Son To Pay For Daughter's Cancer Treatment,1225,unrelated
Detroit Police Issue Statement That The Batmobile Is Safe,1751,agree
Cameron vows to hunt down IS 'monsters' after Haines murder,1477,unrelated
Has The Batman Vs. Superman Batmobile Been Stolen In Detroit?,2062,discuss
"ISIS beheads American photo-journalist James Wright Foley, threatens more to come",1358,unrelated
Pentagon Denies It Killed ISIS Chief As Airstrikes Hit Top Extremists,205,unrelated
"Gill Rosenberg, former IDF soldier, possibly captured by ISIS while fighting with Kurds",1319,unrelated
Wife and son of Isil leader Abu Bakr al-Baghdadi 'detained at Lebanon border',2283,agree
ISIS Border Crisis: DHS Chief Says Terrorists Not Entering US Through Mexico,1483,unrelated
US drones hunt Isis leader in Syria,2186,unrelated
"James Foley, Missing American Photojournalist, Reportedly Executed By ISIS In Syria",1744,discuss
More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram,2144,discuss
"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",344,unrelated
"That Story About a Catholic Priest Dying, Seeing God as a Woman, and Coming Back to Life? It’s Almost Definitely Fake",2067,unrelated
Fears Islamic State could launch EBOLA attack on Britain after fighters 'contract virus',846,discuss
"Brian Williams: No, Our Meteorologist Was Not Peeing on Live TV",1333,agree
Shocking picture shows mother trying to sell her own son to pay for twin daughter's cancer treatment,1225,unrelated
Christian Bale will not play Steve Jobs,454,agree
Apple Watch battery will require nightly charging,1897,unrelated
"Analyst: Apple Watch Edition Could Cost $5,000",1447,discuss
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,1295,unrelated
Video: Islamic State Claims to Have Captured US Weapons Airdrop Near Kobane,2336,unrelated
Angry mob cut off rapist’s penis with meat cleaver (VIEWER DISCRETION),368,unrelated
Abdel-Majed Abdel Bary: London Rapper Identified As ISIS Militant Who Beheaded James Foley,1530,discuss
"What We Know About Kim Yo Jong, Who May Control North Korea",2048,discuss
Kurds Deny Gill Rosenberg was in Kobane,2302,discuss
"Suspected meteorite leaves crater in Managua, is linked to asteroid",10,unrelated
Turkish Leader Says U.S. Airdrop Aided ISIS Militants,2161,unrelated
Missing Libyan aircraft spark fears of 9/11-style attack in North Africa,1073,unrelated
"Oh Hey, Paul Rudd Was One Of The Dallas Airport Homophobe Heroes, No Big",2498,unrelated
See the Crater a Meteorite Made in Nicaragua,1744,unrelated
Photo gallery: Amazing £300 operation by North Walsham vet on constipated goldfish,2280,unrelated
Missing Mexico students not among 28 bodies found in mass grave,1822,discuss
Kim Jong-Un planning Scottish restaurant,1083,unrelated
Steve Jobs Biopic Eyes Seth Rogen to Play Apple Co-Founder Steve Wozniak,1213,unrelated
Michelle Obama Not Blurred Out on Saudi TV,1242,unrelated
Singing polar bear facing ASBO after noise complaint,2290,discuss
Judd Nelson rebuffs Internet rumors that he died of a drug overdose.,1131,unrelated
Apple Watch Developers Told to Limit Features to Save Battery Life,1025,discuss
This Woman Is Wrongly Being Called A Sexual Predator After Her Private Sex Tape Was Used For A Hoax,822,unrelated
Man discovers spider living under his skin during Bali vacation,1860,agree
WAS NBC METEOROLOGIST MIKE SEIDEL PEEING IN THE SNOW ON CAMERA? A TESTY BRIAN WILLIAMS EXPLAINS,984,discuss
Obama administration DENIES congressman's claim that 'at least ten ISIS fighters have been caught coming across the Mexican border in Texas',1498,unrelated
"Reports: Jihadists Steal Commercial Jets, Raise 9/11 Fears",1575,unrelated
"Pictured: Heroic sergeant-at-arms, 58, walking through Parliament gun in hand just moments after he killed gunman Michael Zehaf-Bibeau",342,unrelated
"Vice Media’s CEO blew $300,000 on dinner, and a Vegas casino boss blabbed about it",2111,discuss
"Nigeria, Boko Haram reach ceasefire deal, kidnapped girls to go free, official says",2272,discuss
Tropical spider 'burrowed under man's skin through scar' - video report,43,unrelated
Michael Brown shooting audio caught on tape?,346,unrelated
ISIS Fighters Getting Caught Coming Across the U.S.-Mexican Border?,2070,unrelated
Amazon's first brick-and-mortar store said to open in Manhattan,321,unrelated
"Everybody Relax, Banksy Wasn’t Arrested And Exposed As A 35-Year-Old Man",2002,unrelated
"Yang Hu, worker in Zhejiang, cuts off own penis over desperation of finding love",84,unrelated
US confirms death of Somalia terror group leader,60,unrelated
Islamic State using 'SCORPION bombs' to terrorise victims,1549,unrelated
Axl Rose Dead? Of Course Not — Tiresome Internet Death Hoax Plague Hits Guns N’ Roses Frontman,1375,unrelated
"Vice Media CEO Shane Smith Spent $300,000 on Las Vegas Dinner (Report)",2130,discuss
ESPN to save NFL's image with all-male domestic abuse discussion,2167,unrelated
"#Hairgate: Reports of iPhone 6 pulling out hair, beards, likely exaggerated",689,unrelated
Pure Evil: Islamic State Beheads American Journalist James Wright Foley,1580,agree
"James Foley, Missing American Photojournalist, Reportedly Executed By ISIS In Syria",511,unrelated
Kim Jong-un 'Had Surgery on Fractured Ankles',818,unrelated
"Rare meteorite impact causes blast in Nicaragua's capital, Managua",2475,disagree
Christian Bale to play Steve Jobs in upcoming biopic,574,unrelated
"ISIS beheads American photo-journalist James Wright Foley, threatens more to come",1857,unrelated
Surreal Photos of Fisherman’s Jaw-Dropping Catch Will Likely Have People Wondering If It’s Real,15,discuss
ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video,1589,discuss
Mohammed Emwazi: Man identified as Isis killer 'Jihadi John' was 'stopped by MI5' while on safari holiday in Africa in 2010,1424,discuss
Steve Jobs Biopic Eyes Seth Rogen to Play Apple Co-Founder Steve Wozniak,626,unrelated
"ISIS beheads American photo-journalist James Wright Foley, threatens more to come",11,unrelated
Audio recording allegedly captures at least 10 shots fired in Michael Brown killing,1803,unrelated
"Paradise is open to all, even dogs, Pope tells boy",1040,unrelated
"Boko Haram Denies Truce, Says Kidnapped Girls Have Been “Married Off”",1125,unrelated
Rep. Duncan Hunter: 'At Least 10' ISIS Fighters Caught at Mexican Border,1893,unrelated
"ISIS beheads American photo-journalist James Wright Foley, threatens more to come",903,discuss
ISIS fighters ‘have contracted Ebola’,2367,unrelated
"Boko Haram Denies Truce, Says Kidnapped Girls Have Been “Married Off”",1906,unrelated
Report: 4 ISIS Terrorists Caught at Southern Border in 36 Hrs,167,unrelated
Christian Bale quits Steve Jobs movie,2187,unrelated
"Obama, Outraged Over Beheading, Vows to Stay on Course",704,unrelated
"Sick Kansas City man said not to have Ebola, U.S. plans new steps to fight virus",2404,unrelated
"Comcast Is Threatening To Cut Off Customers Who Use Tor, The Web Browser For Criminals",595,discuss
Militant Group Says It Killed American Journalist in Syria,1857,unrelated
"Former Porn Star Behind YouTube Sensation ‘DC Toy Collector,’ Makes $5 Million Per Year Unboxing Disney Toys",1506,unrelated
Has North Korean dictator Kim Jong-un been replaced by his sister?,2473,discuss
Zack Snyder Responds to Fake Stolen Batmobile Report,2135,agree
BREAKING NEWS: Gunman 'shot dead' after wounding soldier near Canada parliament,2252,unrelated
Texas City plumber's truck ends up in Syrian war,456,unrelated
Islamic State 'training pilots to fly fighter jets',2299,unrelated
Isis 'fed murdered kidnap victim to his own mother after she travelled to their headquarters and demanded to see him',1956,discuss
Islamic State using 'SCORPION bombs' to terrorise victims,2526,unrelated
"Managua explosion not a meteorite, NASA suggests",1179,unrelated
Nicaraguan commission on possible meteorite crash presents rock samples,816,unrelated
Was The Batmobile Stolen In Detroit?,1213,unrelated
Here Are Microsoft's New Robot Security Guards,2432,agree
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,337,discuss
DHS: GOP Rep.’s Claim ISIS Members Caught at U.S. Border ‘Categorically False’,972,unrelated
Nigeria: hopes for return of kidnapped schoolgirls rise after ceasefire reported,1125,unrelated
James Foley remembered as 'brave and tireless' journalist,1721,discuss
"Gill Rosenberg, Canadian-Israeli Woman Feared Kidnapped By ISIS, Says She's Safe",80,unrelated
Boko Haram Denies Nigeria Cease-Fire Claim,2045,unrelated
Daash Ebola transferred to Mosul {Google Translate],2177,unrelated
Unconfirmed reports claim Canadian-Israeli Gill Rosenberg captured by ISIS,80,unrelated
Report: Exec popped for $300k dinner after run at blackjack,1239,discuss
"ISIS Unleash ""Scorpion"" Bombs In Iraq",2257,unrelated
Urgent: The Leader of ISIL 'Abu Bakr al-Baghdadi' Killed! / Photo,1889,discuss
"PGA Tour Pro Claims Tiger Woods Is Currently Suspended For PEDs, Compares Him To Lance Armstrong",1718,discuss
"Apple Watch to Be Shower-Proof, Have 100,000 Apps at Launch: Reports",2118,unrelated
Nicaraguan commission on possible meteorite crash presents rock samples,1795,unrelated
Man has his PENIS cut off by angry mob after 'attempted rape' of teenager,1981,agree
Fence-jumper made it farther in White House than Secret Service let on,2409,discuss
"Everybody Relax, Banksy Wasn’t Arrested And Exposed As A 35-Year-Old Man",2412,unrelated
Christian Bale will not play Steve Jobs,2017,discuss
Iraqi airstrike kills key ISIL leader,1473,discuss
"New York schoolboy who made $72MILLION trading stocks on his lunch breaks - and now takes his friends out to dine on $400 caviar, drives a BMW and has definitely made his immigrant parents proud",2407,disagree
Islamic State Militants Claim to Have Beheaded US Journalist James Wright Foley,984,unrelated
Opposition group: ISIS militants training to fly warplanes in Syria,2406,discuss
Boko Haram 'ceasefire' doubts after attacks reported in Nigeria,35,unrelated
ISIL video claims beheading of kidnapped journalist James Foley,1786,unrelated
It's back! The incredible new Batmobile takes a spin around Detroit... after rumors it had been STOLEN,1802,unrelated
Robert Plant ripped up $800M Led Zeppelin reunion contract,2055,unrelated
Islamist terrorists Jabhat Ansar al-Deen tweet picture of Texas plumber’s truck fitted with anti-aircraft gun in Syria,2084,unrelated
Two GOP Congressmen Say Suspected Terrorists Caught Crossing U.S.–Mexico Border,130,unrelated
Tropical spider burrowed under Bali tourist's skin,962,unrelated
Watch: US Marine saved by helmet after being shot by Taliban sniper,2360,agree
"Rumors of King Abdullah Flying in Airstrikes Not True, Fox Excited Anyway",648,unrelated
"Yemen says U.S. man freed, sister says he’s dead",1165,unrelated
Will King of Jordan lead airstrikes on ISIS HIMSELF? Reports say trained pilot plans to take part in attack after quoting Clint Eastwood's Unforgiven to Congressmen,773,unrelated
Islamic State Flying Three Jets in Syria,2362,unrelated
Islamic State claims it executed American photojournalist James Foley,2386,discuss
WFB’s Bill Gertz: Obama Administration ‘Trying to Play Down’ Missing Libyan Airliners,1865,discuss
ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video,524,unrelated
"North Korean leader Kim Jong Un had ankle surgery, report says",1898,unrelated
ISIS Beheads American Journalist James Foley in Video Message to U.S.,1547,unrelated
Homeland Security: No ISIL fighters on U.S. border,2266,discuss
Christian Bale set to play Steve Jobs in forthcoming biopic of Apple co-founder,1019,agree
Video: Islamic State Claims to Have Captured US Weapons Airdrop Near Kobane,462,discuss
Mexico Student Massacre Update: More Graves Discovered At Murder Site,487,unrelated
That ESPN Domestic Violence Panel You Keep Hearing About Isn't Real,846,unrelated
Brian Williams Debunks Peeing Meteorologist Report On ‘NBC Nightly News': Video,2419,unrelated
"SMALL METEORITE STRIKES NICARAGUA, GOVERNMENT SAYS",961,discuss
Mum faces real-life Sophie's Choice – as she tries to sell her son to fund daughter's care,1040,unrelated
Hundreds mourn the 'death' of Fidel Castro after rumours sweep Twitter (but are they confusing him with recently departed Fidel Castro Odinga from Nairobi?),2213,unrelated
Man Known as ‘Jihadi John’ Is Identified as Mohammed Emwazi,1184,unrelated
"Nun gives birth, intends to keep baby",1917,unrelated
Kim Jong-Un's sister reportedly running N. Korea,490,unrelated
Christian Bale won't play Steve Jobs,571,unrelated
Cheese addiction breaks Kim Jong-un's ankles,2153,discuss
Islamic State flying three jets in Syria: monitor,1337,unrelated
"ISIS Video Shows Execution of David Cawthorne Haines, British Aid Worker",1802,unrelated
Nigeria and Boko Haram 'agree ceasefire and girls' release',2156,unrelated
"Boko Haram denies cease-fire, leader says he married off kidnapped girls",171,unrelated
Cold Turkey,2404,unrelated
Report: Audio Reveals Pause Between Gunshots When Michael Brown Was Shot,2248,unrelated
WHO says reports of suspected Ebola cases in Iraq are untrue,950,unrelated
US confirms death of Somalia terror group leader,741,unrelated
Guantanamo detainee freed in Bowe Bergdahl swap 'back to terrorism',2184,unrelated
Obama: murder of James Foley 'shocks the conscience of the entire world',1040,unrelated
Conde Nast's rat problem at One World Trade Centre: From red carpets to rodent droppings,2263,agree
Airport worker strips naked at security scanner in protest against guards,1832,unrelated
"IS Beheads Briton David Cawthorne Haines, Threatens to Execute Another Briton, Alan Henning",1802,unrelated
FBI Probing Alleged Audio of Michael Brown Shooting,844,unrelated
ISIL video claims beheading of kidnapped journalist James Foley,1720,unrelated
ISIS Seemingly Beheaded American Journalist James Wright Foley,1569,unrelated
'The Force Awakens' Release Date: JJ Abrams Plan for an Early Release of 'Star Wars' Movie?,2084,discuss
The Story Of The High School Trader Who Made $72 Million Is A Rumor Spun Out Of Control,2252,unrelated
Christian Bale Is Steve Jobs,2455,discuss
See the Crater a Meteorite Made in Nicaragua,269,unrelated
Meteorite Leaves House-Sized Crater in Nicaragua’s Capital,2154,discuss
Eye-catching! Rare sighting of Anna Wintour without her trademark sunglasses as she leaves 'rat-infested' Vogue office,2072,discuss
Christian Bale to Play Steve Jobs in New Movie,144,unrelated
Fears Islamic State could launch EBOLA attack on Britain after fighters 'contract virus',2177,unrelated
This Is What It Looks Like When A Son Pays Off His Parents’ Mortgage As A Christmas Present,2036,discuss
WAS NBC METEOROLOGIST MIKE SEIDEL PEEING IN THE SNOW ON CAMERA? A TESTY BRIAN WILLIAMS EXPLAINS,555,discuss
Mexico finds 4 more graves at site of suspected student massacre,2375,unrelated
ISIS Border Crisis: DHS Chief Says Terrorists Not Entering US Through Mexico,871,discuss
Obama: murder of James Foley 'shocks the conscience of the entire world',2404,unrelated
"Hoax Alert: Father O’Neal, Who Has Met God and Thinks She’s a Woman, Is Made Up (Just Like God Herself)",2277,unrelated
ISIS executioner 'Jihadi John' identified as Mohammed Emwazi,472,unrelated
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,2296,unrelated
Holy Theft! Batmobile Stolen from 'Batman v Superman'???,1807,unrelated
"Boko Haram claims to have German hostage, denies ceasefire",800,unrelated
"Michael Zehaf-Bibeau, slain Ottawa shooter, had criminal record in Quebec, B.C.",1442,discuss
Report: Former Baseball Star Jose Canseco Accidentally Shot At Home,2230,unrelated
ISIS leader dead?,1631,unrelated
GCPD Solved Stolen Batmobile Case?,964,unrelated
Seth Rogen may play Steve Wozniak alongside Christian Bale as Steve Jobs,1058,unrelated
A Predator Drone Has Reportedly Been Spotted Circling Above ISIS's Capital City,757,unrelated
Lynch mob chop man's penis off after catching him allegedly trying to rape teenager,1223,unrelated
Al-Shabab leader who ordered Kenya mall massacre believed killed in US drone attack in Somalia,839,discuss
"Insiders Claim Steel Apple Watch to Start at $500, Gold at $4,000",403,unrelated
YPG Confirms: Gill Rosenberg Not Captured in Kobani,1690,discuss
ISIS militants trick mother into ‘eating her kidnapped son’,1921,unrelated
Watch marine take sniper shot to the head and live,1708,unrelated
"Don't Worry, 'The Breakfast Club' Star Judd Nelson Is Not Dead",1781,unrelated
"McDonald’s Removing Big Mac, Apple Pies And Eliminating Large Size Options",2116,unrelated
An Audio Recording of the Michael Brown Shooting Has Reportedly Surfaced,693,discuss
"Web Portal publishes death of ""Dog Whisperer""",1796,agree
Did a Meteorite Impact in Nicaragua over the Weekend?,373,unrelated
An accidental delivery of arms to the Islamic State and the problem with airdrops,2200,discuss
"BREAKING: Islamic State, in video, beheads American journalist James Wright Foley who was kidnapped in 2012 -@BNONews",2296,unrelated
China: Satirical site warns citizens over name choices,1987,unrelated
Cameron vows to hunt down IS 'monsters' after Haines murder,882,unrelated
"Hundreds of dog-lovers from around the world offer home to pet abandoned at the railway station with a suitcase containing his pillow, toy, bowl and favourite food",530,unrelated
Anyone for dog meat soup? Kim Jong-Un considers opening restaurant in Scotland selling North Korean delicacies,1873,discuss
Michael Phelps’ ‘girlfriend’ reveals she was born a man – and never told the swimmer,1658,unrelated
Is Kim Jong-un’s sister now the power behind the North Korean throne?,2470,discuss
Hunt for 'cruel' owner who abandoned dog at train station,650,unrelated
Mexico checks if 43 missing students in mass grave,1269,unrelated
NBC weatherman caught urinating in the woods live on air,2314,unrelated
Former PGA Tour player: Tiger Woods suspended for drug test failure,2257,unrelated
"Dead for 48 minutes, this Catholic Priest claims God is female",1227,disagree
North Korean dictator Kim Jong-Un to open restaurant in Scotland,1339,unrelated
"Rats at Vogue's NYC offices - watch your step, Anna Wintour",1968,unrelated
Jihadi John identity revealed as Mohammed Emwazi: live,1815,unrelated
"US, UK eye rapper as British-born militant who beheaded journalist James Foley",1478,unrelated
Michael Brown shooting audio caught on tape?,1461,discuss
PGA Tour Denies Claim That Tiger Woods Failed A Drug Test,1883,unrelated
Nasa questions whether crater in Nicaragua caused by meteorite,1917,unrelated
Predator Drone Reportedly Spotted Over ISIS Stronghold,2186,unrelated
Christian Bale in Talks to Play Steve Jobs in Danny Boyle's Biopic,2097,unrelated
HORROR: ISIS Fighters Have Reportedly Contracted Ebola,1921,unrelated
"Planetary Alignment On Jan 4, 2015 Will Decrease Gravity For 5 Minutes Causing Partial Weightlessness",1438,unrelated
"Sick Kansas City man said not to have Ebola, U.S. plans new steps to fight virus",2306,unrelated
IPhone 6 users are tearing their hair out,431,unrelated
"No, there aren’t any Ebola cases in Iraq",1385,unrelated
BREAKING: ISIS Beheads American Journalist James Wright Foley,1385,unrelated
Russian Man Wakes Up to Find His Testicles Have Been Stolen,271,unrelated
Audio of gunfire in Michael Brown case authenticated by app company,1627,unrelated
Boko Haram 'ceasefire' doubts after attacks reported in Nigeria,1603,unrelated
"No, Islamic State Militants Have Not Been Caught by U.S. Border Patrol",2367,unrelated
Strange mark turns out to be tropical spider burrowing under vacationer's skin,724,unrelated
N Korean leader misses annual ritual; sister ‘takes over duties’,235,unrelated
Eyewitness Says Viral Video of Homeless Man Was Staged,941,unrelated
Meteorite strike in Nicaragua puzzles experts,388,unrelated
Monster catfish which looks big enough to swallow a man whole caught in Italy,1913,unrelated
The Arrest of the ISIS Leader's Wife and Son,72,unrelated
Video: Marine survives Taliban sniper headshot thanks to helmet,1040,unrelated
Homeless man receives $100... then shocks everyone with how he spends it,1922,discuss
Kevin Vickers Hailed As Hero For Reportedly Shooting Gunman Inside Parliament,1400,unrelated
Former PGA Tour player: Tiger Woods suspended for drug test failure,2297,unrelated
Pants on Fire: Duncan Hunter makes unconfirmed claim Border Patrol caught at least 10 ISIS fighters,1931,disagree
Christian Bale Is Steve Jobs,1658,unrelated
David Haines beheading video confirmed genuine; UK PM Cameron vows to hunt down ISIS 'monsters',2477,unrelated
Texas plumber's truck on front line of Syria war,244,unrelated
Al-Shabaab co-founder confirmed killed by US air strike in Somalia,1869,unrelated
"Planetary Alignment On Jan 4, 2015 Will Decrease Gravity For 5 Minutes Causing Partial Weightlessness",1637,unrelated
"Unhappy Customer: Comcast Told My Employer About Complaint, Got Me Fired",1338,unrelated
YPG Confirms: Gill Rosenberg Not Captured in Kobani,387,unrelated
Obama denounces killing of journalist James Foley and pledges ‘justice’,467,unrelated
James Foley beheading: London rapper turned jihadist believed to be under investigation for murder of journalist in Syria,1478,unrelated
The Arrest of the ISIS Leader's Wife and Son,365,unrelated
#Hairgate: iPhone 6 users say device pulls out hair,527,unrelated
James Foley remembered as 'brave and tireless' journalist,446,discuss
"SMALL METEORITE STRIKES NICARAGUA, GOVERNMENT SAYS",1622,discuss
"Everybody Relax, Banksy Wasn’t Arrested And Exposed As A 35-Year-Old Man",1266,unrelated
Terror Leader Ahmed Abdi Godane Killed in U.S. Strike,2506,unrelated
ISIS Releases YouTube Video Showing 10-Year-Old 'Martyr' Allegedly Killed in Battle,1936,unrelated
PGA Tour Denies Claim That Tiger Woods Failed A Drug Test,1175,unrelated
Isilkulskom student has gained superhero powers after shock,1503,unrelated
"Apple Reportedly Preparing 12-inch MacBook Air, Thinner and Lighter than Existing Models",480,unrelated
South Korea: Kim Jong Un had ankle surgery to remove cyst,2042,unrelated
"Islamic State, in video titled ""A Message to America,"" beheads American journalist James Wright Foley who was kidnapped in 2012",115,unrelated
Don’t ‘Reset All Settings’ in iOS 8 unless you want to lose your iCloud files,2054,discuss
NASA: Viral news on days of darkness in December is hoax,1491,agree
WHO investigates media reports ISIS fighters contracted Ebola,1588,unrelated
Boko Haram ceasefire ignored as violence flares in Borno state,304,unrelated
Video shows ISIL beheading of photojournalist James Foley,2261,unrelated
ISIS Fighters Getting Caught Coming Across the U.S.-Mexican Border?,1120,unrelated
"CNN Broadcasts Purported Audio Containing Gunshots That Felled Michael Brown Jr.; Leaders, Celebrities Fill Pews At Teen’s Funeral",1832,unrelated
"Is Kim Jong-un's Sister, Kim Yo-jong, Running North Korea In His Mysterious Absence?",2313,discuss
Al-Shabaab co-founder confirmed killed by US air strike in Somalia,1306,agree
Iraqi social-media rumors claim IS leader slain,1522,discuss
NET Extra: Back-from-the-dead Catholic priest claims God is a female...,887,unrelated
ISIS Video: America’s Air Dropped Weapons Now in Our Hands,2336,unrelated
"Is Apple about to launch a totally redesigned, 12-inch MacBook Air?",302,discuss
Schoolboy almost killed by electric shock claims he now has superpowers like Magneto,511,unrelated
"See How This Homeless Man Spends A Hundred Dollars, And Keep A Tissue Handy [Video]",365,unrelated
#Hairgate trends on social media: iPhone 6 users complain of ripped out hair,1923,unrelated
Indian worker sacked after going on leave for 24 years,1837,unrelated
Islamic State claims it executed American photojournalist James Foley,115,unrelated
Judd Nelson rebuffs Internet rumors that he died of a drug overdose.,1547,unrelated
Report—Jose Canseco accidentally shot at his home tonight,186,unrelated
Soldier shot near Canadian parliament building,1009,unrelated
"Forget 18-karat gold, next-generation Apple Watch Edition could use platinum: Report",1311,unrelated
Nasa questions whether crater in Nicaragua caused by meteorite,1948,unrelated
‘Banksy’ Instagram tribute to Charlie Hebdo victims not posted by artist,1120,unrelated
Cheese blamed for North Korean leader Kim Jong-un's broken ankles,1457,unrelated
"Islamic State training pilots to fly MiG fighter planes, says monitoring group",777,unrelated
Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,1419,discuss
'They ate through the ceilings and pooped on the keyboards': Rats are 'taking over' Vogue's new World Trade Center office and Anna Wintour 'no longer wants to work there',499,unrelated
Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,2045,unrelated
Texas plumber baffled after truck ends up in the hands of Syrian rebels,1256,unrelated
Officials Refute Iraqi Media Reports That ISIS Members Have Contracted Ebola In Mosul,1948,unrelated
Small red book among finds in 113-year-old Boston time capsule,185,unrelated
"Boko Haram Denies Truce, Says Kidnapped Girls Have Been “Married Off”",35,unrelated
"#Hairgate: Reports of iPhone 6 pulling out hair, beards, likely exaggerated",304,unrelated
Seven girls fall pregnant after five day school trip in Bosnia and Herzegovina,2044,unrelated
"After Giving A Homeless Man $100, This Guy Secretly Filmed Him...",321,unrelated
Kim Jong-un ‘is so fat from eating cheese that he has broken his ankles’,818,unrelated
"Islamic Tribunal Using Sharia Law In Texas Has Been Confirmed Tribunal members say they will avoid Sharia's ""criminal law.""",2281,unrelated
Dog abandoned at Scotland train station with suitcase,2523,agree
Cheese addiction breaks Kim Jong-un's ankles,2210,unrelated
Experts: More facts needed on purported audio recording of Michael Brown shooting,1660,unrelated
"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened",1541,unrelated
"Canterbury Christ Church University student Jess Smith, from Chatham, starred as Teletubbies' sun",1834,unrelated
ISIS Seemingly Beheaded American Journalist James Wright Foley,1786,unrelated
"Big Bank Hank, US rapper and Sugarhill Gang founder member, dies at 57",2118,unrelated
Lynch mob chop man's penis off after catching him allegedly trying to rape teenager,1826,unrelated
Mum faces real-life Sophie's Choice – as she tries to sell her son to fund daughter's care,1776,unrelated
Devoted pet owner spends £300 to save his GOLDFISH after it became constipated,924,unrelated
Identity of ISIS terrorist known as 'Jihadi John' reportedly revealed,2501,unrelated
"No, A Spider Did Not Burrow Under A Man's Skin And Live There For Days",1634,unrelated
"Nigeria, Boko Haram reach ceasefire deal, kidnapped girls to go free, official says",992,unrelated
Durex is not confirming or denying rumors of a “pumpkin spice” condom,1848,unrelated
CNN plays chilling audio recording allegedly from Michael Brown shooting: “At least 11 shots”,2345,discuss
Fears Islamic State could launch EBOLA attack on Britain after fighters 'contract virus',1615,discuss
iOS 8 bug reportedly erases iCloud Drive documents when settings are reset,1518,discuss
'Sex attacker' has penis cut off with a cleaver in India,1959,agree
CBS News Names Canadian Parliament Shooting Suspect,107,unrelated
"No, Islamic State Militants Have Not Been Caught by U.S. Border Patrol",693,unrelated
Man who skipped work for 24 years is finally fired,7,unrelated
Claim: Comcast Got Complaining Customer Fired From His Job,86,unrelated
It’s About To Get Harder To Be Arrested For Pot Possession In New York City,1192,unrelated
Iraqi Official Dismisses ‘Unfounded’ Reports That ISIS Fighters Have Ebola,1938,unrelated
'Spiderman' squished: Experts debunk claims,1787,unrelated
Experts: More facts needed on purported audio recording of Michael Brown shooting,844,unrelated
Wife Of ISIS Leader Abu Bakr al-Baghdadi Detained In Lebanon,2283,discuss
URGENT: ISIS leader Abu Bakr al-Baghdadi allegedly killed by US airstrikes,1255,unrelated
‘Evil straight from the pits of hell': American journalist James Foley reportedly beheaded by ISIS,1720,unrelated
Missing Mexico students not among 28 bodies found in mass grave,1013,unrelated
Cheese addiction breaks Kim Jong-un's ankles,505,unrelated
Is this proof of bigfoot? New 'yeti' video shows giant hairy beast walking through forest,964,unrelated
Chinese advised to choose British-sounding names to get ahead,1939,discuss
BREAKING NEWS: British-born U.S. photojournalist held hostage by al-Qaeda killed in failed rescue attempt in Yemen,2375,unrelated
Fence-jumper made it farther in White House than Secret Service let on,1921,discuss
"Tiger Woods is not on suspension for failing a drug test, his agent and a PGA official say",757,agree
"Explosion reported near the Nicaraguan capital attributed to meteorite impact, but experts, including NASA, cast doubt on claims",1913,disagree
That Was Fast: Christian Bale Bails on Steve Jobs Biopic,1839,unrelated
ISIS Beheads American Journalist James Foley in Video Message to U.S.,533,unrelated
"Is Kim Jong-un's Sister, Kim Yo-jong, Running North Korea In His Mysterious Absence?",1268,unrelated
New Audio Shows Michael Brown Was Shot at 11 Times,704,unrelated
Soldier shot in Ottawa at War Memorial,0,unrelated
Oscar winner Christian Bale to play Steve Jobs in upcoming biopic,687,unrelated
Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,880,discuss
Conde Nast's rat problem at One World Trade Centre: From red carpets to rodent droppings,1968,unrelated
"Yes, you can wear your Apple Watch in the shower",88,unrelated
Christian Bale Pulls Out of Upcoming Steve Jobs Biopic,1294,unrelated
Was Heart-Tugging Viral Video Of Generous Homeless Man All A Hoax?,941,unrelated
Christmas Is Cancelled: Pumpkin Spice Condoms Are a Goddamn Hoax,1642,unrelated
Man who skipped work for 24 years is finally fired,1323,unrelated
This Letter To Parents From A 1970s Lego Set Contains An Important Message For Gender Equality,2412,unrelated
Spider Burrows Into Australian Man's Appendix Scar (VIDEO),724,unrelated
Breaking: Soldier shot at National War Memorial in Ottawa,1325,unrelated
Video Purports to Show Beheading of American Journalist,704,unrelated
Reports: Boko Haram may release schoolgirls as part of deal,2156,unrelated
'They ate through the ceilings and pooped on the keyboards': Rats are 'taking over' Vogue's new World Trade Center office and Anna Wintour 'no longer wants to work there',1372,unrelated
New Audio Allegedly Captures Moment Michael Brown Was Shot,1435,unrelated
Texas Truck Winds Up in Syria With Islamic Militants,1467,unrelated
"Dead for 48 minutes, this Catholic Priest claims God is female",615,unrelated
Ottawa shooting: Slain soldier named as Nathan Cirillo while suspect identified as Michael Zehaf-Bibeau,2214,agree
Don’t ‘Reset All Settings’ in iOS 8 unless you want to lose your iCloud files,906,unrelated
Boko Haram 'ceasefire' doubts after attacks reported in Nigeria,2356,discuss
